Value Date,Trade Name,Trade Currency,Zero Rate Shock,TV,Expiry Bucket,Expiry Date,Tenor Bucket,Vega
02/09/2022,dummyTrade1,USD,50,-206384.346,4y,02/09/2026,1y,-1.45936602
02/09/2022,dummyTrade1,USD,75,-199714.2936,4y,02/09/2026,1y,3.19109433
02/09/2022,dummyTrade1,USD,100,-189622.2591,4y,02/09/2026,1y,12.80114903
02/09/2022,dummyTrade10,USD,-100,-672928.6729,4y,02/09/2026,1y,-0.88797315
02/09/2022,dummyTrade10,USD,-50,-650078.9227,4y,02/09/2026,1y,0.37908861
02/09/2022,dummyTrade10,USD,-25,-634657.4381,4y,02/09/2026,1y,-0.10706259
02/09/2022,dummyTrade10,USD,-10,-624022.6605,4y,02/09/2026,1y,0.48062089
02/09/2022,dummyTrade10,USD,-5,-620231.3514,4y,02/09/2026,1y,-0.12003637
02/09/2022,dummyTrade10,USD,0,-616299.3692,4y,02/09/2026,1y,1.16565995
02/09/2022,dummyTrade10,USD,5,-612233.3924,4y,02/09/2026,1y,1.84124363
02/09/2022,dummyTrade10,USD,10,-608000.1809,4y,02/09/2026,1y,1.6624388
02/09/2022,dummyTrade10,USD,25,-594209.3613,4y,02/09/2026,1y,1.80889472
02/09/2022,dummyTrade10,USD,50,-567220.1964,4y,02/09/2026,1y,4.44608006
02/09/2022,dummyTrade10,USD,75,-532894.9917,4y,02/09/2026,1y,8.19169217
02/09/2022,dummyTrade10,USD,100,-487549.4308,4y,02/09/2026,1y,6.39433401
02/09/2022,dummyTrade11,USD,-100,-656205.6759,4y,02/09/2026,1y,0.74756858
02/09/2022,dummyTrade11,USD,-50,-638618.8708,4y,02/09/2026,1y,1.46047406
02/09/2022,dummyTrade11,USD,-25,-625046.6749,4y,02/09/2026,1y,0.41818057
02/09/2022,dummyTrade11,USD,-10,-615560.882,4y,02/09/2026,1y,0.79903212
02/09/2022,dummyTrade11,USD,-5,-612195.2539,4y,02/09/2026,1y,1.22517723
02/09/2022,dummyTrade11,USD,0,-608678.011,4y,02/09/2026,1y,1.17406637
02/09/2022,dummyTrade11,USD,5,-605011.4122,4y,02/09/2026,1y,1.60852209
02/09/2022,dummyTrade11,USD,10,-601217.9259,4y,02/09/2026,1y,0.78489089
02/09/2022,dummyTrade11,USD,25,-588957.1544,4y,02/09/2026,1y,0.61026789
02/09/2022,dummyTrade11,USD,50,-564839.0675,4y,02/09/2026,1y,2.33849204
02/09/2022,dummyTrade11,USD,75,-534769.3519,4y,02/09/2026,1y,4.28740989
02/09/2022,dummyTrade11,USD,100,-495925.008,4y,02/09/2026,1y,1.22561135
02/09/2022,dummyTrade12,USD,-100,-656693.4699,4y,02/09/2026,1y,-0.35853792
02/09/2022,dummyTrade12,USD,-50,-639220.4691,4y,02/09/2026,1y,-0.05114529
02/09/2022,dummyTrade12,USD,-25,-625704.7231,4y,02/09/2026,1y,0.26440137
02/09/2022,dummyTrade12,USD,-10,-616280.6867,4y,02/09/2026,1y,0.89558463
02/09/2022,dummyTrade12,USD,-5,-612895.6644,4y,02/09/2026,1y,0.54808647
02/09/2022,dummyTrade12,USD,0,-609360.6624,4y,02/09/2026,1y,0.9750609
02/09/2022,dummyTrade12,USD,5,-605697.9146,4y,02/09/2026,1y,0.75213877
02/09/2022,dummyTrade12,USD,10,-601903.9338,4y,02/09/2026,1y,1.70417899
02/09/2022,dummyTrade12,USD,25,-589625.7192,4y,02/09/2026,1y,-0.28283264
02/09/2022,dummyTrade12,USD,50,-565587.1948,4y,02/09/2026,1y,1.26580852
02/09/2022,dummyTrade12,USD,75,-535514.5526,4y,02/09/2026,1y,1.42470448
02/09/2022,dummyTrade12,USD,100,-496774.34,4y,02/09/2026,1y,1.39660145
02/09/2022,dummyTrade2,USD,-100,-228174.0202,4y,02/09/2026,1y,-0.88850429
02/09/2022,dummyTrade2,USD,-50,-222566.5913,4y,02/09/2026,1y,-0.20402346
02/09/2022,dummyTrade2,USD,-25,-219360.3687,4y,02/09/2026,1y,-0.77481249
02/09/2022,dummyTrade2,USD,-10,-217288.0377,4y,02/09/2026,1y,-1.25497651
02/09/2022,dummyTrade2,USD,-5,-216570.262,4y,02/09/2026,1y,-1.04635745
02/09/2022,dummyTrade2,USD,0,-215836.7872,4y,02/09/2026,1y,-0.3419577
02/09/2022,dummyTrade2,USD,5,-215084.8514,4y,02/09/2026,1y,0.38193172
02/09/2022,dummyTrade2,USD,10,-214309.757,4y,02/09/2026,1y,0.49057226
02/09/2022,dummyTrade2,USD,25,-211816.2608,4y,02/09/2026,1y,-0.00780294
02/09/2022,dummyTrade2,USD,50,-206874.9273,4y,02/09/2026,1y,-2.31902392
02/09/2022,dummyTrade2,USD,75,-200251.019,4y,02/09/2026,1y,4.18349341
02/09/2022,dummyTrade2,USD,100,-190159.2197,4y,02/09/2026,1y,13.58346168
02/09/2022,dummyTrade3,USD,-100,-226544.4595,4y,02/09/2026,1y,0.78903049
02/09/2022,dummyTrade3,USD,-50,-221205.4108,4y,02/09/2026,1y,0.19355986
02/09/2022,dummyTrade3,USD,-25,-217879.5176,4y,02/09/2026,1y,-0.31679288
02/09/2022,dummyTrade3,USD,-10,-215660.0142,4y,02/09/2026,1y,0.29821198
02/09/2022,dummyTrade3,USD,-5,-214877.7424,4y,02/09/2026,1y,0.46552815
02/09/2022,dummyTrade3,USD,0,-214068.7108,4y,02/09/2026,1y,0.29774116
02/09/2022,dummyTrade3,USD,5,-213234.2771,4y,02/09/2026,1y,0.39154323
02/09/2022,dummyTrade3,USD,10,-212371.6697,4y,02/09/2026,1y,0.06216304
02/09/2022,dummyTrade3,USD,25,-209591.5699,4y,02/09/2026,1y,1.43563542
02/09/2022,dummyTrade3,USD,50,-203956.0442,4y,02/09/2026,1y,3.31323629
02/09/2022,dummyTrade3,USD,75,-196272.3348,4y,02/09/2026,1y,3.62505855
02/09/2022,dummyTrade3,USD,100,-184748.8238,4y,02/09/2026,1y,4.71557434
02/09/2022,dummyTrade4,USD,-100,-226808.3315,4y,02/09/2026,1y,0.81694
02/09/2022,dummyTrade4,USD,-50,-221555.8081,4y,02/09/2026,1y,0.14144425
02/09/2022,dummyTrade4,USD,-25,-218273.4149,4y,02/09/2026,1y,-0.18122496
02/09/2022,dummyTrade4,USD,-10,-216075.4802,4y,02/09/2026,1y,0.18576002
02/09/2022,dummyTrade4,USD,-5,-215300.379,4y,02/09/2026,1y,0.44325257
02/09/2022,dummyTrade4,USD,0,-214502.3303,4y,02/09/2026,1y,1.65203475
02/09/2022,dummyTrade4,USD,5,-213680.122,4y,02/09/2026,1y,1.97883155
02/09/2022,dummyTrade4,USD,10,-212824.3975,4y,02/09/2026,1y,1.91425147
02/09/2022,dummyTrade4,USD,25,-210067.3072,4y,02/09/2026,1y,1.60486788
02/09/2022,dummyTrade4,USD,50,-204458.3028,4y,02/09/2026,1y,3.04243699
02/09/2022,dummyTrade4,USD,75,-196794.6208,4y,02/09/2026,1y,3.81582848
02/09/2022,dummyTrade4,USD,100,-185264.6044,4y,02/09/2026,1y,3.08805778
02/09/2022,dummyTrade5,USD,-100,-223988.5065,4y,02/09/2026,1y,-0.07311465
02/09/2022,dummyTrade5,USD,-50,-219464.7169,4y,02/09/2026,1y,1.28371066
02/09/2022,dummyTrade5,USD,-25,-216232.0345,4y,02/09/2026,1y,0.42857941
02/09/2022,dummyTrade5,USD,-10,-213971.8244,4y,02/09/2026,1y,0.97423224
02/09/2022,dummyTrade5,USD,-5,-213166.4625,4y,02/09/2026,1y,0.79359259
02/09/2022,dummyTrade5,USD,0,-212330.582,4y,02/09/2026,1y,0.49851197
02/09/2022,dummyTrade5,USD,5,-211467.1673,4y,02/09/2026,1y,1.40149699
02/09/2022,dummyTrade5,USD,10,-210567.1885,4y,02/09/2026,1y,1.22006634
02/09/2022,dummyTrade5,USD,25,-207641.5728,4y,02/09/2026,1y,0.61409753
02/09/2022,dummyTrade5,USD,50,-201717.9231,4y,02/09/2026,1y,1.19434178
02/09/2022,dummyTrade5,USD,75,-193788.9589,4y,02/09/2026,1y,-0.121756
02/09/2022,dummyTrade5,USD,100,-182298.8104,4y,02/09/2026,1y,0.54305703
02/09/2022,dummyTrade6,USD,-100,-224125.1313,4y,02/09/2026,1y,-1.03357251
02/09/2022,dummyTrade6,USD,-50,-219636.0773,4y,02/09/2026,1y,0.95462393
02/09/2022,dummyTrade6,USD,-25,-216429.7775,4y,02/09/2026,1y,-0.00548648
02/09/2022,dummyTrade6,USD,-10,-214198.4025,4y,02/09/2026,1y,0.36765285
02/09/2022,dummyTrade6,USD,-5,-213398.7559,4y,02/09/2026,1y,-0.19303211
02/09/2022,dummyTrade6,USD,0,-212567.2816,4y,02/09/2026,1y,0.57400637
02/09/2022,dummyTrade6,USD,5,-211705.7851,4y,02/09/2026,1y,0.3938216
02/09/2022,dummyTrade6,USD,10,-210809.4446,4y,02/09/2026,1y,0.33659333
02/09/2022,dummyTrade6,USD,25,-207889.7237,4y,02/09/2026,1y,0.21112421
02/09/2022,dummyTrade6,USD,50,-201968.7276,4y,02/09/2026,1y,1.09703983
02/09/2022,dummyTrade6,USD,75,-194075.2122,4y,02/09/2026,1y,0.27370359
02/09/2022,dummyTrade6,USD,100,-182578.7242,4y,02/09/2026,1y,0.56658731
02/09/2022,dummyTrade7,USD,-100,-677481.2691,4y,02/09/2026,1y,-0.92796747
02/09/2022,dummyTrade7,USD,-50,-652240.7277,4y,02/09/2026,1y,-0.98088676
02/09/2022,dummyTrade7,USD,-25,-635718.1689,4y,02/09/2026,1y,0.53507642
02/09/2022,dummyTrade7,USD,-10,-624421.7668,4y,02/09/2026,1y,0.46374963
02/09/2022,dummyTrade7,USD,-5,-620428.5186,4y,02/09/2026,1y,0.17336998
02/09/2022,dummyTrade7,USD,0,-616276.7763,4y,02/09/2026,1y,-0.56265279
02/09/2022,dummyTrade7,USD,5,-611953.3314,4y,02/09/2026,1y,1.94919093
02/09/2022,dummyTrade7,USD,10,-607455.576,4y,02/09/2026,1y,1.00581431
02/09/2022,dummyTrade7,USD,25,-592860.8099,4y,02/09/2026,1y,-0.0184038
02/09/2022,dummyTrade7,USD,50,-564227.3709,4y,02/09/2026,1y,0.40982424
02/09/2022,dummyTrade7,USD,75,-527747.6564,4y,02/09/2026,1y,9.47353154
02/09/2022,dummyTrade7,USD,100,-480146.9554,4y,02/09/2026,1y,3.37001756
02/09/2022,dummyTrade8,USD,-100,-678374.3212,4y,02/09/2026,1y,-1.48425487
02/09/2022,dummyTrade8,USD,-50,-653383.1949,4y,02/09/2026,1y,-1.78215493
02/09/2022,dummyTrade8,USD,-25,-636955.9974,4y,02/09/2026,1y,0.56669489
02/09/2022,dummyTrade8,USD,-10,-625685.1286,4y,02/09/2026,1y,0.49696343
02/09/2022,dummyTrade8,USD,-5,-621678.7092,4y,02/09/2026,1y,0.46876235
02/09/2022,dummyTrade8,USD,0,-617544.4322,4y,02/09/2026,1y,0.7496568
02/09/2022,dummyTrade8,USD,5,-613256.8345,4y,02/09/2026,1y,1.28585695
02/09/2022,dummyTrade8,USD,10,-608776.6824,4y,02/09/2026,1y,0.82574475
02/09/2022,dummyTrade8,USD,25,-594256.6853,4y,02/09/2026,1y,0.08896995
02/09/2022,dummyTrade8,USD,50,-565566.813,4y,02/09/2026,1y,1.60372079
02/09/2022,dummyTrade8,USD,75,-529235.226,4y,02/09/2026,1y,8.43209427
02/09/2022,dummyTrade8,USD,100,-481488.5161,4y,02/09/2026,1y,10.99435004
02/09/2022,dummyTrade9,USD,-100,-672195.1673,4y,02/09/2026,1y,-0.08304358
02/09/2022,dummyTrade9,USD,-50,-648929.937,4y,02/09/2026,1y,-0.46463475
02/09/2022,dummyTrade9,USD,-25,-633405.1556,4y,02/09/2026,1y,-0.10568942
02/09/2022,dummyTrade9,USD,-10,-622774.7291,4y,02/09/2026,1y,0.08238089
02/09/2022,dummyTrade9,USD,-5,-618981.1441,4y,02/09/2026,1y,0.70031189
02/09/2022,dummyTrade9,USD,0,-615048.7029,4y,02/09/2026,1y,1.03016023
02/09/2022,dummyTrade9,USD,5,-610978.5764,4y,02/09/2026,1y,1.85289697
02/09/2022,dummyTrade9,USD,10,-606713.6953,4y,02/09/2026,1y,0.57704489
02/09/2022,dummyTrade9,USD,25,-592893.4945,4y,02/09/2026,1y,0.7617754
02/09/2022,dummyTrade9,USD,50,-565826.0939,4y,02/09/2026,1y,4.38359843
02/09/2022,dummyTrade9,USD,75,-531374.3034,4y,02/09/2026,1y,8.19571552
02/09/2022,dummyTrade9,USD,100,-486080.7366,4y,02/09/2026,1y,6.50533124
02/09/2022,dummyTrade1,USD,-100,-227907.0988,4y,02/09/2026,2y,7.30084351
02/09/2022,dummyTrade1,USD,-50,-222208.401,4y,02/09/2026,2y,2.67464971
02/09/2022,dummyTrade1,USD,-25,-218960.928,4y,02/09/2026,2y,8.205421
02/09/2022,dummyTrade1,USD,-10,-216872.4301,4y,02/09/2026,2y,6.33340993
02/09/2022,dummyTrade1,USD,-5,-216146.3103,4y,02/09/2026,2y,7.59260774
02/09/2022,dummyTrade1,USD,0,-215402.6562,4y,02/09/2026,2y,8.34533554
02/09/2022,dummyTrade1,USD,5,-214640.4941,4y,02/09/2026,2y,9.52992846
02/09/2022,dummyTrade1,USD,10,-213858.4524,4y,02/09/2026,2y,7.76387798
02/09/2022,dummyTrade1,USD,25,-211345.8047,4y,02/09/2026,2y,9.51812971
02/09/2022,dummyTrade1,USD,50,-206384.346,4y,02/09/2026,2y,16.31612187
02/09/2022,dummyTrade1,USD,75,-199714.2936,4y,02/09/2026,2y,34.10741989
02/09/2022,dummyTrade1,USD,100,-189622.2591,4y,02/09/2026,2y,111.684203
02/09/2022,dummyTrade10,USD,-100,-672928.6729,4y,02/09/2026,2y,1.40387639
02/09/2022,dummyTrade10,USD,-50,-650078.9227,4y,02/09/2026,2y,-1.67905916
02/09/2022,dummyTrade10,USD,-25,-634657.4381,4y,02/09/2026,2y,0.85033946
02/09/2022,dummyTrade10,USD,-10,-624022.6605,4y,02/09/2026,2y,2.9193953
02/09/2022,dummyTrade10,USD,-5,-620231.3514,4y,02/09/2026,2y,2.23665801
02/09/2022,dummyTrade10,USD,0,-616299.3692,4y,02/09/2026,2y,-0.39387984
02/09/2022,dummyTrade10,USD,5,-612233.3924,4y,02/09/2026,2y,4.03972931
02/09/2022,dummyTrade10,USD,10,-608000.1809,4y,02/09/2026,2y,6.48907425
02/09/2022,dummyTrade10,USD,25,-594209.3613,4y,02/09/2026,2y,0.99223452
02/09/2022,dummyTrade10,USD,50,-567220.1964,4y,02/09/2026,2y,7.59979305
02/09/2022,dummyTrade10,USD,75,-532894.9917,4y,02/09/2026,2y,6.13300149
02/09/2022,dummyTrade10,USD,100,-487549.4308,4y,02/09/2026,2y,-8.965917
02/09/2022,dummyTrade11,USD,-100,-656205.6759,4y,02/09/2026,2y,1.29720999
02/09/2022,dummyTrade11,USD,-50,-638618.8708,4y,02/09/2026,2y,0.44895533
02/09/2022,dummyTrade11,USD,-25,-625046.6749,4y,02/09/2026,2y,3.92026075
02/09/2022,dummyTrade11,USD,-10,-615560.882,4y,02/09/2026,2y,0.24818349
02/09/2022,dummyTrade11,USD,-5,-612195.2539,4y,02/09/2026,2y,-0.7727465
02/09/2022,dummyTrade11,USD,0,-608678.011,4y,02/09/2026,2y,3.91357384
02/09/2022,dummyTrade11,USD,5,-605011.4122,4y,02/09/2026,2y,2.39106422
02/09/2022,dummyTrade11,USD,10,-601217.9259,4y,02/09/2026,2y,-0.28947792
02/09/2022,dummyTrade11,USD,25,-588957.1544,4y,02/09/2026,2y,6.5661529
02/09/2022,dummyTrade11,USD,50,-564839.0675,4y,02/09/2026,2y,-3.15719819
02/09/2022,dummyTrade11,USD,75,-534769.3519,4y,02/09/2026,2y,-6.55404987
02/09/2022,dummyTrade11,USD,100,-495925.008,4y,02/09/2026,2y,0.67017896
02/09/2022,dummyTrade12,USD,-100,-656693.4699,4y,02/09/2026,2y,-2.43942734
02/09/2022,dummyTrade12,USD,-50,-639220.4691,4y,02/09/2026,2y,-0.4093171
02/09/2022,dummyTrade12,USD,-25,-625704.7231,4y,02/09/2026,2y,4.87994848
02/09/2022,dummyTrade12,USD,-10,-616280.6867,4y,02/09/2026,2y,2.11265892
02/09/2022,dummyTrade12,USD,-5,-612895.6644,4y,02/09/2026,2y,2.04040531
02/09/2022,dummyTrade12,USD,0,-609360.6624,4y,02/09/2026,2y,1.1008893
02/09/2022,dummyTrade12,USD,5,-605697.9146,4y,02/09/2026,2y,0.53476158
02/09/2022,dummyTrade12,USD,10,-601903.9338,4y,02/09/2026,2y,-0.60341106
02/09/2022,dummyTrade12,USD,25,-589625.7192,4y,02/09/2026,2y,3.46425586
02/09/2022,dummyTrade12,USD,50,-565587.1948,4y,02/09/2026,2y,3.62738958
02/09/2022,dummyTrade12,USD,75,-535514.5526,4y,02/09/2026,2y,-5.11117974
02/09/2022,dummyTrade12,USD,100,-496774.34,4y,02/09/2026,2y,1.75165248
02/09/2022,dummyTrade2,USD,-100,-228174.0202,4y,02/09/2026,2y,5.39186449
02/09/2022,dummyTrade2,USD,-50,-222566.5913,4y,02/09/2026,2y,0.63221574
02/09/2022,dummyTrade2,USD,-25,-219360.3687,4y,02/09/2026,2y,7.77706585
02/09/2022,dummyTrade2,USD,-10,-217288.0377,4y,02/09/2026,2y,8.67931772
02/09/2022,dummyTrade2,USD,-5,-216570.262,4y,02/09/2026,2y,8.36141512
02/09/2022,dummyTrade2,USD,0,-215836.7872,4y,02/09/2026,2y,6.06959965
02/09/2022,dummyTrade2,USD,5,-215084.8514,4y,02/09/2026,2y,6.97635376
02/09/2022,dummyTrade2,USD,10,-214309.757,4y,02/09/2026,2y,7.90982154
02/09/2022,dummyTrade2,USD,25,-211816.2608,4y,02/09/2026,2y,7.14118622
02/09/2022,dummyTrade2,USD,50,-206874.9273,4y,02/09/2026,2y,14.50295701
02/09/2022,dummyTrade2,USD,75,-200251.019,4y,02/09/2026,2y,39.05203799
02/09/2022,dummyTrade2,USD,100,-190159.2197,4y,02/09/2026,2y,113.6813793
02/09/2022,dummyTrade3,USD,-100,-226544.4595,4y,02/09/2026,2y,5.2330778
02/09/2022,dummyTrade3,USD,-50,-221205.4108,4y,02/09/2026,2y,2.96849248
02/09/2022,dummyTrade3,USD,-25,-217879.5176,4y,02/09/2026,2y,3.1414157
02/09/2022,dummyTrade3,USD,-10,-215660.0142,4y,02/09/2026,2y,4.34113136
02/09/2022,dummyTrade3,USD,-5,-214877.7424,4y,02/09/2026,2y,0.92752294
02/09/2022,dummyTrade3,USD,0,-214068.7108,4y,02/09/2026,2y,2.04463026
02/09/2022,dummyTrade3,USD,5,-213234.2771,4y,02/09/2026,2y,1.47197649
02/09/2022,dummyTrade3,USD,10,-212371.6697,4y,02/09/2026,2y,5.99951481
02/09/2022,dummyTrade3,USD,25,-209591.5699,4y,02/09/2026,2y,5.87046375
02/09/2022,dummyTrade3,USD,50,-203956.0442,4y,02/09/2026,2y,3.15498136
02/09/2022,dummyTrade3,USD,75,-196272.3348,4y,02/09/2026,2y,-0.89848628
02/09/2022,dummyTrade3,USD,100,-184748.8238,4y,02/09/2026,2y,9.79983995
02/09/2022,dummyTrade4,USD,-100,-226808.3315,4y,02/09/2026,2y,5.81923764
02/09/2022,dummyTrade4,USD,-50,-221555.8081,4y,02/09/2026,2y,4.3009542
02/09/2022,dummyTrade4,USD,-25,-218273.4149,4y,02/09/2026,2y,2.34322693
02/09/2022,dummyTrade4,USD,-10,-216075.4802,4y,02/09/2026,2y,2.98488979
02/09/2022,dummyTrade4,USD,-5,-215300.379,4y,02/09/2026,2y,4.87722262
02/09/2022,dummyTrade4,USD,0,-214502.3303,4y,02/09/2026,2y,4.97344013
02/09/2022,dummyTrade4,USD,5,-213680.122,4y,02/09/2026,2y,3.18858965
02/09/2022,dummyTrade4,USD,10,-212824.3975,4y,02/09/2026,2y,1.44749701
02/09/2022,dummyTrade4,USD,25,-210067.3072,4y,02/09/2026,2y,4.03910227
02/09/2022,dummyTrade4,USD,50,-204458.3028,4y,02/09/2026,2y,5.00287458
02/09/2022,dummyTrade4,USD,75,-196794.6208,4y,02/09/2026,2y,-2.89095031
02/09/2022,dummyTrade4,USD,100,-185264.6044,4y,02/09/2026,2y,4.7826725
02/09/2022,dummyTrade5,USD,-100,-223988.5065,4y,02/09/2026,2y,-1.54278196
02/09/2022,dummyTrade5,USD,-50,-219464.7169,4y,02/09/2026,2y,0.78912028
02/09/2022,dummyTrade5,USD,-25,-216232.0345,4y,02/09/2026,2y,2.20468469
02/09/2022,dummyTrade5,USD,-10,-213971.8244,4y,02/09/2026,2y,2.32258547
02/09/2022,dummyTrade5,USD,-5,-213166.4625,4y,02/09/2026,2y,0.67360399
02/09/2022,dummyTrade5,USD,0,-212330.582,4y,02/09/2026,2y,0.63682062
02/09/2022,dummyTrade5,USD,5,-211467.1673,4y,02/09/2026,2y,-0.12032703
02/09/2022,dummyTrade5,USD,10,-210567.1885,4y,02/09/2026,2y,-1.11139491
02/09/2022,dummyTrade5,USD,25,-207641.5728,4y,02/09/2026,2y,0.79481472
02/09/2022,dummyTrade5,USD,50,-201717.9231,4y,02/09/2026,2y,0.70540243
02/09/2022,dummyTrade5,USD,75,-193788.9589,4y,02/09/2026,2y,-3.03903127
02/09/2022,dummyTrade5,USD,100,-182298.8104,4y,02/09/2026,2y,1.05131697
02/09/2022,dummyTrade6,USD,-100,-224125.1313,4y,02/09/2026,2y,0.59621384
02/09/2022,dummyTrade6,USD,-50,-219636.0773,4y,02/09/2026,2y,1.40263551
02/09/2022,dummyTrade6,USD,-25,-216429.7775,4y,02/09/2026,2y,2.20893166
02/09/2022,dummyTrade6,USD,-10,-214198.4025,4y,02/09/2026,2y,2.24305105
02/09/2022,dummyTrade6,USD,-5,-213398.7559,4y,02/09/2026,2y,1.36379011
02/09/2022,dummyTrade6,USD,0,-212567.2816,4y,02/09/2026,2y,1.08496228
02/09/2022,dummyTrade6,USD,5,-211705.7851,4y,02/09/2026,2y,-0.44324688
02/09/2022,dummyTrade6,USD,10,-210809.4446,4y,02/09/2026,2y,1.67029138
02/09/2022,dummyTrade6,USD,25,-207889.7237,4y,02/09/2026,2y,0.58062307
02/09/2022,dummyTrade6,USD,50,-201968.7276,4y,02/09/2026,2y,1.29445474
02/09/2022,dummyTrade6,USD,75,-194075.2122,4y,02/09/2026,2y,-4.53836327
02/09/2022,dummyTrade6,USD,100,-182578.7242,4y,02/09/2026,2y,2.46774148
02/09/2022,dummyTrade7,USD,-100,-677481.2691,4y,02/09/2026,2y,9.66782966
02/09/2022,dummyTrade7,USD,-50,-652240.7277,4y,02/09/2026,2y,3.91190544
02/09/2022,dummyTrade7,USD,-25,-635718.1689,4y,02/09/2026,2y,-1.90776277
02/09/2022,dummyTrade7,USD,-10,-624421.7668,4y,02/09/2026,2y,-0.99995198
02/09/2022,dummyTrade7,USD,-5,-620428.5186,4y,02/09/2026,2y,3.07101322
02/09/2022,dummyTrade7,USD,0,-616276.7763,4y,02/09/2026,2y,9.55227023
02/09/2022,dummyTrade7,USD,5,-611953.3314,4y,02/09/2026,2y,11.24716658
02/09/2022,dummyTrade7,USD,10,-607455.576,4y,02/09/2026,2y,13.7141801
02/09/2022,dummyTrade7,USD,25,-592860.8099,4y,02/09/2026,2y,18.81001125
02/09/2022,dummyTrade7,USD,50,-564227.3709,4y,02/09/2026,2y,17.46208197
02/09/2022,dummyTrade7,USD,75,-527747.6564,4y,02/09/2026,2y,46.51629694
02/09/2022,dummyTrade7,USD,100,-480146.9554,4y,02/09/2026,2y,191.4227643
02/09/2022,dummyTrade8,USD,-100,-678374.3212,4y,02/09/2026,2y,9.18909805
02/09/2022,dummyTrade8,USD,-50,-653383.1949,4y,02/09/2026,2y,6.08381442
02/09/2022,dummyTrade8,USD,-25,-636955.9974,4y,02/09/2026,2y,-1.31498511
02/09/2022,dummyTrade8,USD,-10,-625685.1286,4y,02/09/2026,2y,0.01171235
02/09/2022,dummyTrade8,USD,-5,-621678.7092,4y,02/09/2026,2y,2.04373186
02/09/2022,dummyTrade8,USD,0,-617544.4322,4y,02/09/2026,2y,2.03195126
02/09/2022,dummyTrade8,USD,5,-613256.8345,4y,02/09/2026,2y,11.42574071
02/09/2022,dummyTrade8,USD,10,-608776.6824,4y,02/09/2026,2y,7.27578579
02/09/2022,dummyTrade8,USD,25,-594256.6853,4y,02/09/2026,2y,14.40916448
02/09/2022,dummyTrade8,USD,50,-565566.813,4y,02/09/2026,2y,23.00484469
02/09/2022,dummyTrade8,USD,75,-529235.226,4y,02/09/2026,2y,43.63455348
02/09/2022,dummyTrade8,USD,100,-481488.5161,4y,02/09/2026,2y,195.9831852
02/09/2022,dummyTrade9,USD,-100,-672195.1673,4y,02/09/2026,2y,0.65881575
02/09/2022,dummyTrade9,USD,-50,-648929.937,4y,02/09/2026,2y,4.29753912
02/09/2022,dummyTrade9,USD,-25,-633405.1556,4y,02/09/2026,2y,1.64757199
02/09/2022,dummyTrade9,USD,-10,-622774.7291,4y,02/09/2026,2y,0.08665902
02/09/2022,dummyTrade9,USD,-5,-618981.1441,4y,02/09/2026,2y,1.42867858
02/09/2022,dummyTrade9,USD,0,-615048.7029,4y,02/09/2026,2y,-0.02060714
02/09/2022,dummyTrade9,USD,5,-610978.5764,4y,02/09/2026,2y,1.66176466
02/09/2022,dummyTrade9,USD,10,-606713.6953,4y,02/09/2026,2y,8.49149953
02/09/2022,dummyTrade9,USD,25,-592893.4945,4y,02/09/2026,2y,10.51165433
02/09/2022,dummyTrade9,USD,50,-565826.0939,4y,02/09/2026,2y,4.98058546
02/09/2022,dummyTrade9,USD,75,-531374.3034,4y,02/09/2026,2y,4.70593914
02/09/2022,dummyTrade9,USD,100,-486080.7366,4y,02/09/2026,2y,-3.44285913
02/09/2022,dummyTrade1,USD,-100,-227907.0988,4y,02/09/2026,3y,-5.68081596
02/09/2022,dummyTrade1,USD,-50,-222208.401,4y,02/09/2026,3y,8.71818743
02/09/2022,dummyTrade1,USD,-25,-218960.928,4y,02/09/2026,3y,-0.89110925
02/09/2022,dummyTrade1,USD,-10,-216872.4301,4y,02/09/2026,3y,12.57065452
02/09/2022,dummyTrade1,USD,-5,-216146.3103,4y,02/09/2026,3y,17.87212866
02/09/2022,dummyTrade1,USD,0,-215402.6562,4y,02/09/2026,3y,19.92274836
02/09/2022,dummyTrade1,USD,5,-214640.4941,4y,02/09/2026,3y,5.64798466
02/09/2022,dummyTrade1,USD,10,-213858.4524,4y,02/09/2026,3y,2.78443016
02/09/2022,dummyTrade1,USD,25,-211345.8047,4y,02/09/2026,3y,13.86785128
02/09/2022,dummyTrade1,USD,50,-206384.346,4y,02/09/2026,3y,15.08560873
02/09/2022,dummyTrade1,USD,75,-199714.2936,4y,02/09/2026,3y,-21.07474412
02/09/2022,dummyTrade1,USD,100,-189622.2591,4y,02/09/2026,3y,-27.78957361
02/09/2022,dummyTrade10,USD,-100,-672928.6729,4y,02/09/2026,3y,-2.08209653
02/09/2022,dummyTrade10,USD,-50,-650078.9227,4y,02/09/2026,3y,3.37580541
02/09/2022,dummyTrade10,USD,-25,-634657.4381,4y,02/09/2026,3y,3.27062153
02/09/2022,dummyTrade10,USD,-10,-624022.6605,4y,02/09/2026,3y,12.89256948
02/09/2022,dummyTrade10,USD,-5,-620231.3514,4y,02/09/2026,3y,16.21785808
02/09/2022,dummyTrade10,USD,0,-616299.3692,4y,02/09/2026,3y,14.6157368
02/09/2022,dummyTrade10,USD,5,-612233.3924,4y,02/09/2026,3y,15.44739648
02/09/2022,dummyTrade10,USD,10,-608000.1809,4y,02/09/2026,3y,11.81136056
